,clientIp,Borealis,stonewall_decision,stonewall_reason,neustar_proxy_anonymizer_status,neustar_proxy_type,neustar_proxy_level,neustar_proxy_last_detected,neustar_vpn_service,neustar_hosting_facility,virustotal_malicious,virustotal_undetected,virustotal_suspicious,virustotal_harmless,virustotal_timeout,porcupince
10,92.255.85.181,"{""ips"":[""92.255.85.181""],""results"":[{""resolvedDomains"":[{""ip"":""92.255.85.181"",""date"":""Jun 6, 2024, 2:07:16 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""3"",""vtlink"":""https://www.virustotal.com/gui/ip-address/92.255.85.181"",""asn"":207566,""country"":""HK"",""asOwner"":""Chang Way Technologies Co. Limited"",""network"":""92.255.85.0/24""},""NEUSTAR"":[{""representation"":{""start_ip_int"":1560237312,""end_ip_int"":1560237567,""start_ip"":""92.255.85.0"",""end_ip"":""92.255.85.255""},""connectivity"":{""continent"":""asia"",""country"":""russian federation"",""country_code"":""ru"",""country_cf"":86,""region"":""severo-zapadny federalny okrug"",""state"":""sankt-peterburg"",""state_code"":""spe"",""state_cf"":0,""city"":""sankt-peterburg"",""city_cf"":50,""postal_code"":""190031"",""postal_code_cf"":2,""area_code"":0,""time_zone"":3.0,""latitude"":59.939,""longitude"":30.3158,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":0,""tld"":"""",""sld"":"""",""organization"":""chang way technologies co. limited"",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":"""",""home"":""""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""SPUR"":[],""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""DEVICE"":[],""PORCUPINE"":[]}}",APPROVED,NA,,,,NA,,false,0,93,0,0,0,[]
11,94.232.43.64,"{""ips"":[""94.232.43.64""],""results"":[{""resolvedDomains"":[{""ip"":""94.232.43.64"",""date"":""Jun 6, 2024, 11:17:15 AM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""VIRUSTOTAL"":{""avResults"":{""malicious"":1,""undetected"":29,""suspicious"":0,""harmless"":63,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/94.232.43.64"",""asn"":208091,""country"":""RU"",""asOwner"":""Xhost Internet Solutions Lp"",""network"":""94.232.40.0/22""},""NEUSTAR"":[{""representation"":{""start_ip_int"":1592273664,""end_ip_int"":1592274175,""start_ip"":""94.232.43.0"",""end_ip"":""94.232.44.255""},""connectivity"":{""continent"":""europe"",""country"":""netherlands"",""country_code"":""nl"",""country_cf"":86,""region"":"""",""state"":""noord-holland"",""state_code"":""nh"",""state_cf"":0,""city"":""amsterdam"",""city_cf"":50,""postal_code"":""1101"",""postal_code_cf"":0,""area_code"":0,""time_zone"":1.0,""latitude"":52.3091,""longitude"":4.94019,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":208091,""tld"":"""",""sld"":"""",""organization"":""dmitriy panchenko"",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""xhost internet solutions lp"",""home"":""""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""SPUR"":[],""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""DEVICE"":[],""PORCUPINE"":[]}}",APPROVED,NA,,,,NA,,false,1,29,0,63,0,[]
12,194.165.16.37,"{""ips"":[""194.165.16.37""],""results"":[{""resolvedDomains"":[{""ip"":""194.165.16.37"",""date"":""Jun 6, 2024, 1:30:38 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":14,""undetected"":27,""suspicious"":1,""harmless"":51,""timeout"":0},""tags"":[""suspicious-udp""],""numberOfCommunicatingFiles"":""10+"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""10+"",""vtlink"":""https://www.virustotal.com/gui/ip-address/194.165.16.37"",""asn"":48721,""country"":""MC"",""asOwner"":""Flyservers S.A."",""network"":""194.165.16.0/23""},""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""PORCUPINE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":3265597440,""end_ip_int"":3265597695,""start_ip"":""194.165.16.0"",""end_ip"":""194.165.16.255""},""connectivity"":{""continent"":""europe"",""country"":""lithuania"",""country_code"":""lt"",""country_cf"":99,""region"":"""",""state"":""vilniaus apskritis"",""state_code"":""vl"",""state_cf"":0,""city"":""vilnius"",""city_cf"":80,""postal_code"":""01100"",""postal_code_cf"":0,""area_code"":0,""time_zone"":2.0,""latitude"":54.6872,""longitude"":25.2797,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":48721,""tld"":""com"",""sld"":""keznews"",""organization"":""flyservers s.a."",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""flyservers s.a."",""home"":""""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""DEVICE"":[]}}",APPROVED,NA,,,,NA,,false,14,27,1,51,0,[]
13,87.251.67.97,"{""ips"":[""87.251.67.97""],""results"":[{""resolvedDomains"":[{""ip"":""87.251.67.97"",""date"":""Jun 6, 2024, 12:39:02 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":2,""undetected"":28,""suspicious"":0,""harmless"":63,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""crowdsourcedContext"":[{""source"":""ArcSight Threat Intelligence"",""title"":""RDP bruteforce Attackers [2023-01-08]"",""details"":""Source: alienvault"",""severity"":""medium"",""timestamp"":1673218725}],""vtlink"":""https://www.virustotal.com/gui/ip-address/87.251.67.97"",""asn"":208091,""country"":""RU"",""asOwner"":""Xhost Internet Solutions Lp"",""network"":""87.251.67.0/24""},""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""PORCUPINE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":1476084480,""end_ip_int"":1476084735,""start_ip"":""87.251.67.0"",""end_ip"":""87.251.67.255""},""connectivity"":{""continent"":""europe"",""country"":""netherlands"",""country_code"":""nl"",""country_cf"":86,""region"":"""",""state"":""noord-holland"",""state_code"":""nh"",""state_cf"":0,""city"":""amsterdam"",""city_cf"":50,""postal_code"":""1101"",""postal_code_cf"":0,""area_code"":0,""time_zone"":1.0,""latitude"":52.3091,""longitude"":4.94019,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":208091,""tld"":"""",""sld"":"""",""organization"":"" xhost internet solutions lp  suite 6060  128 aldersgate street "",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""xhost internet solutions lp"",""home"":""""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""DEVICE"":[]}}",APPROVED,NA,,,,NA,,false,2,28,0,63,0,[]
14,94.232.42.96,"{""ips"":[""94.232.42.96""],""results"":[{""resolvedDomains"":[{""ip"":""94.232.42.96"",""date"":""Jun 6, 2024, 12:51:27 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":1,""undetected"":28,""suspicious"":0,""harmless"":64,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/94.232.42.96"",""asn"":208091,""country"":""RU"",""asOwner"":""Xhost Internet Solutions Lp"",""network"":""94.232.40.0/22""},""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""PORCUPINE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":1592273408,""end_ip_int"":1592273663,""start_ip"":""94.232.42.0"",""end_ip"":""94.232.42.255""},""connectivity"":{""continent"":""europe"",""country"":""netherlands"",""country_code"":""nl"",""country_cf"":99,""region"":"""",""state"":""noord-holland"",""state_code"":""nh"",""state_cf"":0,""city"":""amsterdam"",""city_cf"":80,""postal_code"":""1101"",""postal_code_cf"":0,""area_code"":0,""time_zone"":1.0,""latitude"":52.3091,""longitude"":4.94019,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":208091,""tld"":"""",""sld"":"""",""organization"":""dmitriy panchenko"",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""xhost internet solutions lp"",""home"":""""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""DEVICE"":[]}}",APPROVED,NA,,,,NA,,false,1,28,0,64,0,[]
15,178.128.112.161,"{""ips"":[""178.128.112.161""],""results"":[{""resolvedDomains"":[{""ip"":""178.128.112.161"",""date"":""Jun 6, 2024, 1:50:30 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""SPUR"":[{""as"":{""number"":14061,""Organization"":""DIGITALOCEAN-ASN""},""ip"":""178.128.112.161"",""risks"":[""TUNNEL""],""client"":{""count"":1,""types"":[""DESKTOP""]},""tunnels"":[{""type"":""PROXY"",""anonymous"":true}],""location"":{""country"":""SG""},""organization"":""DigitalOcean, LLC"",""infrastructure"":""DATACENTER""}],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""1"",""numberOfUrls"":""4"",""vtlink"":""https://www.virustotal.com/gui/ip-address/178.128.112.161"",""asn"":14061,""country"":""SG"",""asOwner"":""DIGITALOCEAN-ASN"",""network"":""178.128.0.0/16""},""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""PORCUPINE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":2994761888,""end_ip_int"":2994761919,""start_ip"":""178.128.112.160"",""end_ip"":""178.128.112.191""},""connectivity"":{""continent"":""asia"",""country"":""singapore"",""country_code"":""sg"",""country_cf"":86,""region"":"""",""state"":""central singapore"",""state_code"":""01"",""state_cf"":0,""city"":""singapore"",""city_cf"":50,""postal_code"":""247964"",""postal_code_cf"":0,""area_code"":0,""time_zone"":8.0,""latitude"":1.28795,""longitude"":103.852,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":14061,""tld"":""co"",""sld"":""nyzo"",""organization"":"""",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""digitalocean  llc"",""home"":""""},""proxy"":{""anonymizer_status"":""private"",""proxy_type"":""service"",""proxy_level"":""elite"",""proxy_last_detected"":""2022-10-17"",""vpn_service"":""digital ocean"",""hosting_facility"":""true""}}],""DEVICE"":[]}}",APPROVED,NA,private,service,elite,2022-10-17,digital ocean,true,0,93,0,0,0,[]
16,45.141.84.54,"{""ips"":[""45.141.84.54""],""results"":[{""resolvedDomains"":[{""ip"":""45.141.84.54"",""date"":""Jun 6, 2024, 11:15:56 AM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":2,""undetected"":28,""suspicious"":0,""harmless"":63,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/45.141.84.54"",""asn"":206728,""country"":""RU"",""asOwner"":""Media Land LLC"",""network"":""45.141.84.0/22""},""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""PORCUPINE"":[],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":764236800,""end_ip_int"":764237055,""start_ip"":""45.141.84.0"",""end_ip"":""45.141.84.255""},""connectivity"":{""continent"":""asia"",""country"":""russian federation"",""country_code"":""ru"",""country_cf"":99,""region"":""severo-zapadny federalny okrug"",""state"":""sankt-peterburg"",""state_code"":""spe"",""state_cf"":0,""city"":""sankt-peterburg"",""city_cf"":50,""postal_code"":""195269"",""postal_code_cf"":2,""area_code"":0,""time_zone"":3.0,""latitude"":59.939,""longitude"":30.3158,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":206728,""tld"":""ru"",""sld"":""refer"",""organization"":"""",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""media land llc"",""home"":""""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}]}}",APPROVED,NA,,,,NA,,false,2,28,0,63,0,[]
17,194.165.16.76,"{""ips"":[""194.165.16.76""],""results"":[{""resolvedDomains"":[{""ip"":""194.165.16.76"",""date"":""Jun 6, 2024, 1:30:51 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":11,""undetected"":27,""suspicious"":1,""harmless"":54,""timeout"":0},""tags"":[""suspicious-udp""],""numberOfCommunicatingFiles"":""10+"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""10+"",""vtlink"":""https://www.virustotal.com/gui/ip-address/194.165.16.76"",""asn"":48721,""country"":""MC"",""asOwner"":""Flyservers S.A."",""network"":""194.165.16.0/23""},""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""PORCUPINE"":[],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":3265597440,""end_ip_int"":3265597695,""start_ip"":""194.165.16.0"",""end_ip"":""194.165.16.255""},""connectivity"":{""continent"":""europe"",""country"":""lithuania"",""country_code"":""lt"",""country_cf"":99,""region"":"""",""state"":""vilniaus apskritis"",""state_code"":""vl"",""state_cf"":0,""city"":""vilnius"",""city_cf"":80,""postal_code"":""01100"",""postal_code_cf"":0,""area_code"":0,""time_zone"":2.0,""latitude"":54.6872,""longitude"":25.2797,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":48721,""tld"":""com"",""sld"":""keznews"",""organization"":""flyservers s.a."",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""flyservers s.a."",""home"":""""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}]}}",APPROVED,NA,,,,NA,,false,11,27,1,54,0,[]
18,94.232.42.105,"{""ips"":[""94.232.42.105""],""results"":[{""resolvedDomains"":[{""ip"":""94.232.42.105"",""date"":""Jun 6, 2024, 12:48:44 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":1,""undetected"":28,""suspicious"":0,""harmless"":64,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/94.232.42.105"",""asn"":208091,""country"":""RU"",""asOwner"":""Xhost Internet Solutions Lp"",""network"":""94.232.40.0/22""},""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""PORCUPINE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":1592273408,""end_ip_int"":1592273663,""start_ip"":""94.232.42.0"",""end_ip"":""94.232.42.255""},""connectivity"":{""continent"":""europe"",""country"":""netherlands"",""country_code"":""nl"",""country_cf"":99,""region"":"""",""state"":""noord-holland"",""state_code"":""nh"",""state_cf"":0,""city"":""amsterdam"",""city_cf"":80,""postal_code"":""1101"",""postal_code_cf"":0,""area_code"":0,""time_zone"":1.0,""latitude"":52.3091,""longitude"":4.94019,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":208091,""tld"":"""",""sld"":"""",""organization"":""dmitriy panchenko"",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""xhost internet solutions lp"",""home"":""""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""DEVICE"":[]}}",APPROVED,NA,,,,NA,,false,1,28,0,64,0,[]
19,87.251.67.64,"{""ips"":[""87.251.67.64""],""results"":[{""resolvedDomains"":[{""ip"":""87.251.67.64"",""date"":""Jun 6, 2024, 12:43:19 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":1,""undetected"":28,""suspicious"":0,""harmless"":64,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""3"",""vtlink"":""https://www.virustotal.com/gui/ip-address/87.251.67.64"",""asn"":208091,""country"":""RU"",""asOwner"":""Xhost Internet Solutions Lp"",""network"":""87.251.67.0/24""},""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""PORCUPINE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":1476084480,""end_ip_int"":1476084735,""start_ip"":""87.251.67.0"",""end_ip"":""87.251.67.255""},""connectivity"":{""continent"":""europe"",""country"":""netherlands"",""country_code"":""nl"",""country_cf"":86,""region"":"""",""state"":""noord-holland"",""state_code"":""nh"",""state_cf"":0,""city"":""amsterdam"",""city_cf"":50,""postal_code"":""1101"",""postal_code_cf"":0,""area_code"":0,""time_zone"":1.0,""latitude"":52.3091,""longitude"":4.94019,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":208091,""tld"":"""",""sld"":"""",""organization"":"" xhost internet solutions lp  suite 6060  128 aldersgate street "",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""xhost internet solutions lp"",""home"":""""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""DEVICE"":[]}}",APPROVED,NA,,,,NA,,false,1,28,0,64,0,[]
20,87.251.64.160,"{""ips"":[""87.251.64.160""],""results"":[{""resolvedDomains"":[{""ip"":""87.251.64.160"",""date"":""Jun 6, 2024, 12:51:47 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""SPUR"":[],""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""6"",""vtlink"":""https://www.virustotal.com/gui/ip-address/87.251.64.160"",""asn"":197414,""country"":""RU"",""asOwner"":""Xhost Internet Solutions Lp"",""network"":""87.251.64.0/24""},""PORCUPINE"":[],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":1476083712,""end_ip_int"":1476083967,""start_ip"":""87.251.64.0"",""end_ip"":""87.251.64.255""},""connectivity"":{""continent"":""asia"",""country"":""russian federation"",""country_code"":""ru"",""country_cf"":86,""region"":""sibirsky federalny okrug"",""state"":""novosibirskaya oblast\u0027"",""state_code"":""nvs"",""state_cf"":0,""city"":""novosibirsk"",""city_cf"":61,""postal_code"":""630009"",""postal_code_cf"":2,""area_code"":0,""time_zone"":7.0,""latitude"":55.0392,""longitude"":82.9278,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":197414,""tld"":"""",""sld"":"""",""organization"":"" xhost internet solutions lp  suite 6060  128 aldersgate street "",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""xhost internet solutions lp"",""home"":""""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}]}}",APPROVED,NA,,,,NA,,false,0,93,0,0,0,[]
21,78.189.26.37,"{""ips"":[""78.189.26.37""],""results"":[{""resolvedDomains"":[{""ip"":""78.189.26.37"",""date"":""Jun 6, 2024, 1:41:40 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""SPUR"":[],""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""VIRUSTOTAL"":{""avResults"":{""malicious"":1,""undetected"":28,""suspicious"":0,""harmless"":64,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""1"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/78.189.26.37"",""asn"":47331,""country"":""TR"",""asOwner"":""Turk Telekom"",""network"":""78.189.26.0/23""},""PORCUPINE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":1321015844,""end_ip_int"":1321015863,""start_ip"":""78.189.26.36"",""end_ip"":""78.189.26.55""},""connectivity"":{""continent"":""asia"",""country"":""turkey"",""country_code"":""tr"",""country_cf"":99,""region"":"""",""state"":""sakarya"",""state_code"":""54"",""state_cf"":0,""city"":""erenler"",""city_cf"":80,""postal_code"":""54080"",""postal_code_cf"":2,""area_code"":0,""time_zone"":2.0,""latitude"":40.75,""longitude"":30.4,""dma"":0,""consistency_code"":4,""radius"":20.0,""ip_routing_type"":""fixed"",""connection_type"":""dsl"",""line_speed"":""medium""},""organization"":{""asn"":9121,""tld"":""com.tr"",""sld"":""ttnet"",""organization"":""tt adsl-ttnet alcatel static_aci"",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""turk telekomunikasyon anonim sirketi"",""home"":""""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""DEVICE"":[]}}",APPROVED,NA,,,,NA,,false,1,28,0,64,0,[]
22,80.69.56.151,"{""ips"":[""80.69.56.151""],""results"":[{""resolvedDomains"":[{""ip"":""80.69.56.151"",""date"":""Jun 6, 2024, 2:07:18 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""1"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/80.69.56.151"",""asn"":34170,""country"":""AZ"",""asOwner"":""Aztelekom LLC"",""network"":""80.69.56.0/23"",""jarm"":""16d16d16d14d16d09c16d16d16d16d7991b0b1ad2cbf06082e3b1a9dcaaa8d""},""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""PORCUPINE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":1346713724,""end_ip_int"":1346713855,""start_ip"":""80.69.56.124"",""end_ip"":""80.69.56.255""},""connectivity"":{""continent"":""asia"",""country"":""azerbaijan"",""country_code"":""az"",""country_cf"":99,""region"":"""",""state"":""naftalan"",""state_code"":"""",""state_cf"":0,""city"":""naftalan"",""city_cf"":80,""postal_code"":""az4600"",""postal_code_cf"":0,""area_code"":0,""time_zone"":4.0,""latitude"":40.5067,""longitude"":46.825,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""dsl"",""line_speed"":""medium""},""organization"":{""asn"":34170,""tld"":"""",""sld"":"""",""organization"":""aztelekom.net ip segment"",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""aztelekom"",""home"":""""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""DEVICE"":[]}}",APPROVED,NA,,,,NA,,false,0,93,0,0,0,[]
